"","date","site_name","valid_hours_count","invalid_hours_count","PM25","AQI","AQI_value"
"618",2025-09-09,"Nome",24,0,1.1,"1",6
"619",2025-09-10,"Nome",24,0,1.6,"1",9
"620",2025-09-11,"Nome",24,0,1.4,"1",8
"621",2025-09-12,"Nome",24,0,2.6,"1",14
"622",2025-09-13,"Nome",24,0,1.5,"1",8
"623",2025-09-14,"Nome",24,0,1.5,"1",8
"624",2025-09-15,"Nome",24,0,1.9,"1",11
"625",2025-09-16,"Nome",24,0,2,"1",11
"626",2025-09-17,"Nome",24,0,1.9,"1",11
"627",2025-09-18,"Nome",24,0,1.1,"1",6
"628",2025-09-19,"Nome",24,0,0.8,"1",4
"629",2025-09-20,"Nome",24,0,1.5,"1",8
"630",2025-09-21,"Nome",24,0,1.7,"1",9
"631",2025-09-22,"Nome",24,0,2.4,"1",13
"632",2025-09-23,"Nome",24,0,1,"1",6
"633",2025-09-24,"Nome",24,0,0.8,"1",4
"634",2025-09-25,"Nome",24,0,1.2,"1",7
"635",2025-09-26,"Nome",24,0,0.5,"1",3
"636",2025-09-27,"Nome",24,0,1.2,"1",7
"637",2025-09-28,"Nome",24,0,0.8,"1",4
"638",2025-09-29,"Nome",24,0,0.6,"1",3
"639",2025-09-30,"Nome",24,0,4.9,"1",27
"640",2025-10-01,"Nome",24,0,7.7,"1",43
"641",2025-10-02,"Nome",24,0,1.8,"1",10
"642",2025-10-03,"Nome",24,0,0.8,"1",4
"643",2025-10-04,"Nome",24,0,10.7,"2",54
"644",2025-10-05,"Nome",24,0,7.9,"1",44
"645",2025-10-06,"Nome",24,0,4.8,"1",27
"646",2025-10-07,"Nome",24,0,13.8,"2",60
"647",2025-10-08,"Nome",24,0,13.3,"2",59
"648",2025-10-09,"Nome",24,0,4.7,"1",26
"649",2025-10-10,"Nome",24,0,0.9,"1",5
"650",2025-10-11,"Nome",24,0,3.1,"1",17
"651",2025-10-12,"Nome",24,0,7.5,"1",42
"652",2025-10-13,"Nome",24,0,1.7,"1",9
"653",2025-10-14,"Nome",24,0,2.4,"1",13
"654",2025-10-15,"Nome",24,0,1.1,"1",6
"655",2025-10-16,"Nome",24,0,2,"1",11
"656",2025-10-17,"Nome",24,0,1.6,"1",9
"657",2025-10-18,"Nome",24,0,1.6,"1",9
"658",2025-10-19,"Nome",22,2,1.4,"1",8
"659",2025-10-20,"Nome",24,0,6.5,"1",36
"660",2025-10-21,"Nome",24,0,10.7,"2",54
"661",2025-10-22,"Nome",24,0,2.9,"1",16
"662",2025-10-23,"Nome",24,0,4,"1",22
"663",2025-10-24,"Nome",24,0,3.1,"1",17
"664",2025-10-25,"Nome",24,0,2.8,"1",16
"665",2025-10-26,"Nome",24,0,3.2,"1",18
"666",2025-10-27,"Nome",24,0,2.1,"1",12
"667",2025-10-28,"Nome",24,0,8.8,"1",49
"668",2025-10-29,"Nome",24,0,10.8,"2",54
"669",2025-10-30,"Nome",24,0,1.3,"1",7
"670",2025-10-31,"Nome",24,0,2.1,"1",12
"671",2025-11-01,"Nome",24,0,3.2,"1",18
"672",2025-11-02,"Nome",24,0,0.7,"1",4
"673",2025-11-03,"Nome",24,0,1.3,"1",7
"674",2025-11-04,"Nome",24,0,0.7,"1",4
"675",2025-11-05,"Nome",24,0,0.8,"1",4
"676",2025-11-06,"Nome",24,0,1,"1",6
"677",2025-11-07,"Nome",24,0,1.1,"1",6
"678",2025-11-08,"Nome",24,0,0.2,"1",1
"679",2025-11-09,"Nome",24,0,0.4,"1",2
"680",2025-11-10,"Nome",24,0,0.4,"1",2
"681",2025-11-11,"Nome",24,0,1.6,"1",9
"682",2025-11-12,"Nome",24,0,0.5,"1",3
"683",2025-11-13,"Nome",24,0,0.5,"1",3
"684",2025-11-14,"Nome",24,0,0.8,"1",4
"685",2025-11-15,"Nome",24,0,3.5,"1",19
"686",2025-11-16,"Nome",22,2,1.2,"1",7
"687",2025-11-17,"Nome",24,0,0.6,"1",3
"688",2025-11-18,"Nome",24,0,7.3,"1",41
"689",2025-11-19,"Nome",24,0,3.5,"1",19
"690",2025-11-20,"Nome",24,0,2.8,"1",16
"691",2025-11-21,"Nome",24,0,1.4,"1",8
"692",2025-11-22,"Nome",24,0,2.6,"1",14
"693",2025-11-23,"Nome",24,0,2.3,"1",13
"694",2025-11-24,"Nome",24,0,0.5,"1",3
"695",2025-11-25,"Nome",24,0,0.5,"1",3
"696",2025-11-26,"Nome",24,0,0.6,"1",3
"697",2025-11-27,"Nome",24,0,0.8,"1",4
"698",2025-11-28,"Nome",24,0,0.7,"1",4
"699",2025-11-29,"Nome",24,0,0.2,"1",1
"700",2025-11-30,"Nome",1,23,NA,NA,NA
"701",2025-12-01,"Nome",0,24,NA,NA,NA
